Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Mês (Código),Mês,valor_numerico
1,Brasil,2,%,3.89,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201902,fevereiro 2019,389.0
1,Brasil,2,%,4.58,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201903,março 2019,458.0
1,Brasil,2,%,4.94,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201904,abril 2019,494.0
1,Brasil,2,%,4.66,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201905,maio 2019,466.0
1,Brasil,2,%,3.37,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201906,junho 2019,337.0
1,Brasil,2,%,3.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201907,julho 2019,322.0
1,Brasil,2,%,3.43,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201908,agosto 2019,343.0
1,Brasil,2,%,2.89,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201909,setembro 2019,289.0
1,Brasil,2,%,2.54,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201910,outubro 2019,254.0
1,Brasil,2,%,3.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201911,novembro 2019,327.0
1,Brasil,2,%,4.31,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201912,dezembro 2019,431.0
1,Brasil,2,%,4.19,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202001,janeiro 2020,419.0
1,Brasil,2,%,4.01,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202002,fevereiro 2020,401.0
1,Brasil,2,%,3.30,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202003,março 2020,330.0
1,Brasil,2,%,2.40,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202004,abril 2020,240.0
1,Brasil,2,%,1.88,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202005,maio 2020,188.0
1,Brasil,2,%,2.13,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202006,junho 2020,213.0
1,Brasil,2,%,2.31,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202007,julho 2020,231.0
1,Brasil,2,%,2.44,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202008,agosto 2020,244.0
1,Brasil,2,%,3.14,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202009,setembro 2020,314.0
1,Brasil,2,%,3.92,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202010,outubro 2020,392.0
1,Brasil,2,%,4.31,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202011,novembro 2020,431.0
1,Brasil,2,%,4.52,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202012,dezembro 2020,452.0
1,Brasil,2,%,4.56,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202101,janeiro 2021,456.0
1,Brasil,2,%,5.20,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202102,fevereiro 2021,520.0
1,Brasil,2,%,6.10,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202103,março 2021,610.0
1,Brasil,2,%,6.76,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202104,abril 2021,676.0
1,Brasil,2,%,8.06,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202105,maio 2021,806.0
1,Brasil,2,%,8.35,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202106,junho 2021,835.0
1,Brasil,2,%,8.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202107,julho 2021,899.0
1,Brasil,2,%,9.68,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202108,agosto 2021,968.0
1,Brasil,2,%,10.25,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202109,setembro 2021,1025.0
1,Brasil,2,%,10.67,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202110,outubro 2021,1067.0
1,Brasil,2,%,10.74,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202111,novembro 2021,1074.0
1,Brasil,2,%,10.06,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202112,dezembro 2021,1006.0
1,Brasil,2,%,10.38,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202201,janeiro 2022,1038.0
1,Brasil,2,%,10.54,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202202,fevereiro 2022,1054.0
1,Brasil,2,%,11.30,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202203,março 2022,1130.0
1,Brasil,2,%,12.13,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202204,abril 2022,1213.0
1,Brasil,2,%,11.73,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202205,maio 2022,1173.0
1,Brasil,2,%,11.89,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202206,junho 2022,1189.0
1,Brasil,2,%,10.07,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202207,julho 2022,1007.0
1,Brasil,2,%,8.73,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202208,agosto 2022,873.0
1,Brasil,2,%,7.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202209,setembro 2022,717.0
1,Brasil,2,%,6.47,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202210,outubro 2022,647.0
1,Brasil,2,%,5.90,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202211,novembro 2022,590.0
1,Brasil,2,%,5.79,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202212,dezembro 2022,579.0
1,Brasil,2,%,5.77,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202301,janeiro 2023,577.0
1,Brasil,2,%,5.60,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202302,fevereiro 2023,560.0
1,Brasil,2,%,4.65,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202303,março 2023,465.0
1,Brasil,2,%,4.18,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202304,abril 2023,418.0
1,Brasil,2,%,3.94,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202305,maio 2023,394.0
1,Brasil,2,%,3.16,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202306,junho 2023,316.0
1,Brasil,2,%,3.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202307,julho 2023,399.0
1,Brasil,2,%,4.61,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202308,agosto 2023,461.0
1,Brasil,2,%,5.19,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202309,setembro 2023,519.0
1,Brasil,2,%,4.82,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202310,outubro 2023,482.0
1,Brasil,2,%,4.68,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202311,novembro 2023,468.0
1,Brasil,2,%,4.62,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202312,dezembro 2023,462.0
1,Brasil,2,%,4.51,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202401,janeiro 2024,451.0
1,Brasil,2,%,4.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202402,fevereiro 2024,450.0
1,Brasil,2,%,3.93,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202403,março 2024,393.0
1,Brasil,2,%,3.69,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202404,abril 2024,369.0
1,Brasil,2,%,3.93,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202405,maio 2024,393.0
1,Brasil,2,%,4.23,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202406,junho 2024,423.0
1,Brasil,2,%,4.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202407,julho 2024,450.0
1,Brasil,2,%,4.24,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202408,agosto 2024,424.0
1,Brasil,2,%,4.42,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202409,setembro 2024,442.0
1,Brasil,2,%,4.76,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202410,outubro 2024,476.0
1,Brasil,2,%,4.87,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202411,novembro 2024,487.0
1,Brasil,2,%,4.83,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202412,dezembro 2024,483.0
1,Brasil,2,%,4.56,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202501,janeiro 2025,456.0
1,Brasil,2,%,5.06,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202502,fevereiro 2025,506.0
1,Brasil,2,%,5.48,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202503,março 2025,548.0
1,Brasil,2,%,5.53,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202504,abril 2025,553.0
1,Brasil,2,%,5.32,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202505,maio 2025,532.0
1,Brasil,2,%,5.35,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202506,junho 2025,535.0
1,Brasil,2,%,5.23,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202507,julho 2025,523.0
1,Brasil,2,%,5.13,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202508,agosto 2025,513.0
1,Brasil,2,%,5.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202509,setembro 2025,517.0
1,Brasil,2,%,4.68,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202510,outubro 2025,468.0
1,Brasil,2,%,4.46,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202511,novembro 2025,446.0
1,Brasil,2,%,4.26,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202512,dezembro 2025,426.0
1,Brasil,2,%,4.44,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202601,janeiro 2026,444.0
1,Brasil,2,%,3.81,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202602,fevereiro 2026,381.0
1,Brasil,2,%,4.14,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202603,março 2026,414.0
1,Brasil,2,%,4.39,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202604,abril 2026,439.0
1,Brasil,2,%,4.72,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202605,maio 2026,472.0
1,Brasil,2,%,4.64,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202606,junho 2026,464.0
1,Brasil,2,%,4.44,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,202607,julho 2026,444.0
